Code,title,Fully Specified Name,Description,Inclusions,Exclusions
2E67.4,Carcinoma in situ of penis,,"This comprises both squamous carcinoma in situ and extramammary Paget disease of the penis. The former is an uncommon precancerous disease of penile skin. Lesions usually appear on the glans or inner aspect of the foreskin and are almost always found in uncircumcised men. If left untreated, 10-30% of cases develop into invasive squamous cell carcinoma of the penis. When it affects the skin of the shaft or prepuce it is commonly called Bowen disease. If it affects the glans or inner surface of the prepuce it may also be referred to as penile intraepithelial neoplasia (or in the past as erythroplasia of Queyrat). Extramammary Paget disease of penis is a rare form of carcinoma in situ involving penile skin or glans penis.",,
2E67.40,Squamous cell carcinoma in situ of skin of penis,,Squamous cell carcinoma affecting the skin of the prepuce or of the shaft of the penis and commonly called Bowen disease. HPV infection and chronic exposure to psoralen photochemotherapy are predisposing factors.,Bowen disease of skin of penis,
2E67.41,Squamous cell carcinoma in situ of mucocutaneous epithelium of penis,,,Penile intraepithelial neoplasia of glans penis; Penile intraepithelial neoplasia of inner preputial epithelium,
2E67.5,High grade intraepithelial lesion of prostate,,High grade prostatic intraepithelial neoplasia characterised by the presence of severe architectural and cytologic abnormalities.,high grade prostatic intraepithelial neoplasia,low grade dysplasia of prostate
2E67.6,Carcinoma in situ of other or unspecified male genital organs,,,,
2E68,Carcinoma in situ of bladder,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: flat tumour. N0: No regional lymph node metastasis. M0: No distant metastasis.",,
2E69,Carcinoma in situ of other or unspecified urinary organs,,,,
2E6A,Carcinoma in situ of the eye or ocular adnexa,,,,
2E6A.0,Carcinoma in situ of the conjunctiva,,,,Melanoma in situ of conjunctiva
2E6A.1,Carcinoma in situ of the cornea,,,,
2E6B,Carcinoma in situ of thyroid or other endocrine glands,,,,Carcinoma in situ of ovary; Carcinoma in situ of testis
2E80,Benign lipomatous neoplasm,,A benign tumour composed of adipose (fatty) tissue. The most common representative of this category is the lipoma.,,
2E80.0,Lipoma,,,,
2E80.00,Superficial subcutaneous lipoma,,A benign well-circumscribed mesenchymal neoplasm composed of mature adipocytes and commonly known as a lipoma.,,
2E80.01,Deep subfascial lipoma,,Deep subfascial lipomata are benign neoplasms of adipose tissue which arise deep to the deep fascia and have a tendency to infiltrate between and into muscle. They may occur at any body site and may cause diagnostic difficulty. They are well recognised to occur on the forehead beneath the frontalis muscle (frontalis-associated lipoma).,Frontalis-associated lipoma; Infiltrating lipoma of soft tissue; Intramuscular lipoma of soft tissue,
2E80.02,Deep internal or visceral lipoma,,,,
2E80.1,Lipoblastoma,,,,
2E81,Benign vascular neoplasms,,,,Blue naevus; Pigmented naevus
2E81.0,Neoplastic haemangioma,,,,Benign vascular neoplasms of infancy or childhood; Infantile haemangioma
2E81.00,Umbilical cord haemangioma,,Tumour composed of thin walled blood vessels lined by endothelium present within the cord.,,
2E81.01,Conjunctival haemangioma or haemolymphangioma,,,,
2E81.1,Benign lymphatic neoplasms,,Benign circumscribed or diffuse neoplasms of lymphatic vessels. They are much less common than lymphatic malformations and are distinguished from the latter by proliferative growth and the potential to become widely disseminated.,,Lymphatic malformations
2E81.10,Disseminated lymphangiomatosis,,A rare disorder characterised by widespread proliferation of aberrant lymphatic vessels which typically infiltrate vital organs in the thorax and abdomen.,,
2E81.11,Acquired progressive lymphangioma,,"Acquired progressive lymphangioma is a benign localised but slowly progressive tumour of lymphatic vessels that typically presents as reddish or bruise‐like plaques on the abdominal wall, thigh or calf of young adolescents.",,Lymphatic malformations
2E81.2,Benign vascular neoplasms of infancy or childhood,,"The most common benign vascular neoplasm of infancy is infantile haemangioma. Some of the less common neoplasms are congenital haemangioma, spindle cell haemangioma, tufted angioma and kaposiform haemangioendothelioma.",,
2E81.20,Focal infantile haemangioma,,"Infantile haemangioma is a common benign vascular neoplasm which develops in about 4% of infants. It appears within weeks of birth as a blanched, blushed, or telangiectatic area that then rapidly proliferates for several months before entering a prolonged process of involution lasting up to 12 years, leaving a residual variably prominent scar. A solitary focal tumour is seen in about 85% of cases. Over half of cases are located on the head and neck. Complications include bleeding, infection, ulceration and, in tumours situated close to the eye, amblyopia.",Strawberry naevus,
2E81.21,Multifocal infantile haemangioma,,"Infantile haemangioma is multifocal in up to 25% of cases with numbers ranging from a few to many dozens. If more than 5 cutaneous tumours are present there is an increased risk of associated internal haemangiomatosis, especially of the liver.",,
2E82,Benign chondrogenic tumours,,,,
2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,,,,
2E82.1,Benign chondrogenic tumours of bone or articular cartilage of other specified sites,,,,
2E83,Benign osteogenic tumours,,"A neoplasm arising from the bone or articular cartilage that does not invade adjacent tissues or metastasize to other anatomic sites. Representative examples include benign fibrous histiocytoma of bone, osteoma, osteoblastoma, chondroblastoma, and enchondroma.",,
2E83.0,Benign osteogenic tumours of bone or articular cartilage of skull or face,,,,
2E83.1,Benign osteogenic tumours of bone or articular cartilage of lower jaw,,,,
2E83.2,Benign osteogenic tumours of bone or articular cartilage of vertebral column,,,,Benign osteogenic tumour of sacrum
2E83.3,"Benign osteogenic tumours of bone or articular cartilage of ribs, sternum or clavicle",,,,
2E83.4,"Benign osteogenic tumours of bone or articular cartilage of pelvic bones, sacrum or coccyx",,,,
2E83.5,Benign osteogenic tumours of bone or articular cartilage of limbs,,,,
2E84,Benign fibrogenic or myofibrogenic tumour,,,,
2E84.0,Benign fibrogenic or myofibrogenic tumour of skin,,,,
2E85,Benign fibrohistiocytic tumour,,,,"Benign neoplasm of connective tissue of breast; Haemangioma; Benign lipomatous neoplasm; Benign lymphatic neoplasms; Benign neoplasm of peripheral nerves or autonomic nervous system; Leiomyoma of uterus; Benign neoplasm of uterine ligament, any; Benign vascular neoplasms"
2E85.0,Benign fibrohistiocytic tumour of soft tissues of limbs,,,,
2E85.1,Benign fibrohistiocytic tumour of retroperitoneum or peritoneum,,,,Benign neoplasm of mesothelial tissue; Benign lipomatous neoplasm
2E85.2,Benign fibrohistiocytic tumour of skin,,,,
2E86,Benign smooth muscle or skeletal muscle tumour,,,,
2E86.0,Leiomyoma of uterus,,"A well-circumscribed benign smooth muscle neoplasm of uterus characterised by the presence of spindle cells with cigar-shaped nuclei, interlacing fascicles, and a whorled pattern.",Fibromyoma of uterus; Leiomyoma of cervix uteri; Parasitic leiomyoma; Pedunculated leiomyoma,Benign non-mesenchymal neoplasms of uterus; Leiomyoma of ovary; Leiomyoma of fallopian tube; Leiomyoma of broad ligament; Leiomyoma of vagina; Leiomyoma of vulva
2E86.1,Leiomyoma of other or unspecified sites,,,,
2E86.2,Rhabdomyoma,,,,
2E87,Benign gastrointestinal stromal tumour,,,,
2E88,Benign endometrial stromal nodule,,,,
2E89,Benign mesenchymal tumours of uncertain differentiation,,,,
2E89.0,"Benign tumours of uncertain differentiation, bone or cartilage",,,,
2E89.1,"Benign tumours of uncertain differentiation, soft tissue",,,,
2E89.10,Hepatic cystic hamartoma,,"Hepatic cystic hamartoma, also named mesenchymal hamartoma of liver, is a rare benign lesion with a predilection for infants, in whom it appears as a solitary, spherical, reddish nodule.",,
2E8A,Other mixed benign mesenchymal tumours,,,,
